13960KDAL DAL2007110122180418   0.138 N                 0.124 N      95     8    93    9    13L60+              
13960KDAL DAL2007110122190419   0.137 N                 0.123 N      93     7    86    9    13L60+              
13960KDAL DAL2007110122200420   0.136 N                 0.124 N      91     8    91    9    13L60+              
13960KDAL DAL2007110122210421   0.136 N                 0.124 N      91     8   101   10    13L60+              
13960KDAL DAL2007110122220422   0.137 N                 0.124 N      96     8    95    9    13L60+              
13960KDAL DAL2007110122230423   0.137 N                 0.124 N      95     8    79    9    13L60+              
13960KDAL DAL2007110122240424   0.135 N                 0.124 N      93     8    99    8    13L60+              
13960KDAL DAL2007110122250425   0.134 N                 0.124 N      95     7    88    8    13L60+              
13960KDAL DAL2007110122260426   0.135 N                 0.122 N      90     8    81   10    13L60+              
13960KDAL DAL2007110122270427   0.135 N                 0.120 N      92     7    98    8    13L60+              
13960KDAL DAL2007110122280428   0.135 N                 0.121 N      97     7    92    9    13L60+              
13960KDAL DAL2007110122290429   0.134 N                 0.120 N      95     7   100    9    13L60+              
13960KDAL DAL2007110122300430   0.135 N                 0.122 N      97     7   114    8    13L60+              
13960KDAL DAL2007110122310431   0.135 N                 0.120 N      96     7    94    9    13L60+              
13960KDAL DAL2007110122320432   0.136 N                 0.121 N      92     7    91    8    13L60+              
13960KDAL DAL2007110122330433   0.133 N                 0.120 N      90     7    93    9    13L60+              
13960KDAL DAL2007110122340434   0.136 N                 0.122 N      94     8   107    9    13L60+              
13960KDAL DAL2007110122350435   0.135 N                 0.123 N      99     8    91    9    13L60+              
13960KDAL DAL2007110122360436   0.135 N                 0.121 N      99     7   109    7    13L60+              
13960KDAL DAL2007110122370437   0.135 N                 0.121 N     101     6   100    7    13L60+              
13960KDAL DAL2007110122380438   0.133 N                 0.122 N     100     7    90    8    13L60+              
13960KDAL DAL2007110122390439   0.135 N                 0.121 N      97     7    92    8    13L60+              
13960KDAL DAL2007110122400440   0.135 N                 0.121 N      97     7   106    9    13L60+              
13960KDAL DAL2007110122410441   0.135 N                 0.120 N     100     8   104    9    13L60+              
13960KDAL DAL2007110122420442   0.136 N                 0.121 N     101     8    99    9    13L60+              
13960KDAL DAL2007110122430443   0.136 N                 0.121 N      99     9    89   10    13L60+              
13960KDAL DAL2007110122440444   0.136 N                 0.122 N      99     8   110    9    13L60+              
13960KDAL DAL2007110122450445   0.135 N                 0.124 N      98     7    99    8    13L60+              
13960KDAL DAL2007110122460446   0.135 N                 0.124 N      96     7    93    8    13L60+              
13960KDAL DAL2007110122470447   0.135 N                 0.121 N      96     7    89    9    13L60+              
13960KDAL DAL2007110122480448   0.133 N                 0.124 N      95     7   102    7    13L60+              
13960KDAL DAL2007110122490449   0.134 N                 0.125 N      98     6    99    7    13L60+              
13960KDAL DAL2007110122500450   0.136 N                 0.122 N      99     7    94   10    13L60+              
13960KDAL DAL2007110122510451   0.136 N                 0.124 N      99     8    88    9    13L60+              
13960KDAL DAL2007110122520452   0.137 N                 0.124 N     102     9    99   10    13L60+              
13960KDAL DAL2007110122530453   0.136 N                 0.123 N     107     8    98   10    13L60+              
13960KDAL DAL2007110122540454   0.137 N                 0.124 N     107     8   111    9    13L60+              
13960KDAL DAL2007110122550455   0.136 N                 0.124 N     103     8   106    9    13L60+              
13960KDAL DAL2007110122560456   0.138 N                 0.123 N     106     9   112   11    13L60+              
13960KDAL DAL2007110122570457   0.138 N                 0.126 N     104     9    95   10    13L60+              
13960KDAL DAL2007110122580458   0.138 N                 0.125 N     103     8    99    8    13L60+              
13960KDAL DAL2007110122590459   0.136 N                 0.126 N     101     7    91    8    13L60+              
13960KDAL DAL2007110123000500   0.136 N                 0.126 N     101     7   109    7    13L60+              
13960KDAL DAL2007110123010501   0.136 N                 0.126 N     101     6   100    8    13L60+              
13960KDAL DAL2007110123020502   0.139 N                 0.124 N      96     7    97    8    13L60+              
13960KDAL DAL2007110123030503   0.138 N                 0.125 N      97     7   105    8    13L60+              
13960KDAL DAL2007110123040504   0.138 N                 0.127 N      98     8    98    9    13L60+              
13960KDAL DAL2007110123050505   0.138 N                 0.126 N      98     8    92    8    13L60+              
13960KDAL DAL2007110123060506   0.138 N                 0.127 N     103     7    89    9    13L60+              
13960KDAL DAL2007110123070507   0.137 N                 0.126 N     105     7    98    7    13L60+              
13960KDAL DAL2007110123080508   0.136 N                 0.125 N     103     6    99    8    13L60+              
13960KDAL DAL2007110123090509   0.136 N                 0.127 N     100     6    93    7    13L60+              
13960KDAL DAL2007110123100510   0.137 N                 0.126 N     103     6   111    7    13L60+              
13960KDAL DAL2007110123110511   0.137 N                 0.126 N     107     7    97    7    13L60+              
13960KDAL DAL2007110123120512   0.138 N                 0.127 N     106     6   103    7    13L60+              
13960KDAL DAL2007110123130513   0.138 N                 0.125 N     109     6   123    9    13L60+              
13960KDAL DAL2007110123140514   0.137 N                 0.126 N     113     8   112   10    13L60+              
13960KDAL DAL2007110123150515   0.138 N                 0.125 N     107     8   110    8    13L60+              
13960KDAL DAL2007110123160516   0.139 N                 0.127 N     105     7   107    9    13L60+              
13960KDAL DAL2007110123170517   0.139 N                 0.126 N     110     7   113    8    13L60+              
13960KDAL DAL2007110123180518   0.138 N                 0.125 N     110     7   112    7    13L60+              
13960KDAL DAL2007110123190519   0.139 N                 0.124 N     109     7   102    7    13L60+              
13960KDAL DAL2007110123200520   0.139 N                 0.125 N     105     6   109    6    13L60+              
13960KDAL DAL2007110123210521   0.138 N                 0.127 N     104     6    97    6    13L60+              
13960KDAL DAL2007110123220522   0.139 N                 0.127 N     103     6   109    6    13L60+              
13960KDAL DAL2007110123230523   0.141 N                 0.127 N      97     6    89    6    13L60+              
13960KDAL DAL2007110123240524   0.141 N                 0.124 N      96     6   105    7    13L60+              
13960KDAL DAL2007110123250525   0.139 N                 0.125 N      94     6   105    7    13L60+              
13960KDAL DAL2007110123260526   0.140 N                 0.128 N      96     6   102    7    13L60+              
13960KDAL DAL2007110123270527   0.138 N                 0.128 N      99     6   106    7    13L60+              
13960KDAL DAL2007110123280528   0.139 N                 0.128 N     101     6   123    6    13L60+              
13960KDAL DAL2007110123290529   0.139 N                 0.126 N     109     7   103    8    13L60+              
13960KDAL DAL2007110123300530   0.138 N                 0.129 N     106     7    94    7    13L60+              
13960KDAL DAL2007110123310531   0.139 N                 0.128 N     107     7   110    9    13L60+              
13960KDAL DAL2007110123320532   0.138 N                 0.127 N     109     8    95    8    13L60+              
13960KDAL DAL2007110123330533   0.136 N                 0.125 N     108     7   108    7    13L60+              
13960KDAL DAL2007110123340534   0.137 N                 0.125 N     107     7   103    8    13L60+              
13960KDAL DAL2007110123350535   0.136 N                 0.125 N     105     7   104    9    13L60+              
13960KDAL DAL2007110123360536   0.137 N                 0.125 N     108     8   102    9    13L60+              
13960KDAL DAL2007110123370537   0.138 N                 0.126 N     106     8   100    8    13L60+              
13960KDAL DAL2007110123380538   0.138 N                 0.124 N     105     8    95    9    13L60+              
13960KDAL DAL2007110123390539   0.138 N                 0.123 N     110     8   117    9    13L60+              
13960KDAL DAL2007110123400540   0.137 N                 0.125 N     113     8   119    9    13L60+              
13960KDAL DAL2007110123410541   0.136 N                 0.124 N     109     8   107    9    13L60+              
13960KDAL DAL2007110123420542   0.135 N                 0.127 N     102     7    96    8    13L60+              
13960KDAL DAL2007110123430543   0.135 N                 0.125 N     101     7   112    7    13L60+              
13960KDAL DAL2007110123440544   0.137 N                 0.125 N     100     6    90    7    13L60+              
13960KDAL DAL2007110123450545   0.136 N                 0.124 N      97     6    99    7    13L60+              
13960KDAL DAL2007110123460546   0.138 N                 0.126 N     100     6   107    7    13L60+              
13960KDAL DAL2007110123470547   0.138 N                 0.126 N      99     7   104    9    13L60+              
13960KDAL DAL2007110123480548   0.137 N                 0.125 N      92     7    77    8    13L60+              
13960KDAL DAL2007110123490549   0.136 N                 0.126 N      93     7   107    7    13L60+              
13960KDAL DAL2007110123500550   0.137 N                 0.127 N      98     6    93    7    13L60+              
13960KDAL DAL2007110123510551   0.139 N                 0.125 N      99     7    94    8    13L60+              
13960KDAL DAL2007110123520552   0.137 N                 0.125 N     100     8   102    9    13L60+              
13960KDAL DAL2007110123530553   0.138 N                 0.124 N      94     8    89    9    13L60+              
13960KDAL DAL2007110123540554   0.135 N                 0.125 N      91     7    92    7    13L60+              
13960KDAL DAL2007110123550555   0.135 N                 0.124 N      93     7   100    8    13L60+              
13960KDAL DAL2007110123560556   0.135 N                 0.124 N      94     8    98    9    13L60+              
13960KDAL DAL2007110123570557   0.136 N                 0.126 N      98     8   100   10    13L60+              
13960KDAL DAL2007110123580558   0.134 N                 0.124 N     101     9    98   11    13L60+              
13960KDAL DAL2007110123590559   0.135 N                 0.121 N      98     9    96   10    13L60+              
13960KDAL DAL2007110200000600   0.136 N                 0.123 N      94     7    91    7    13L60+              
13960KDAL DAL2007110200010601   0.136 N                 0.125 N      93     6    89    8    13L60+              
13960KDAL DAL2007110200020602   0.136 N                 0.127 N      99     7    98    8    13L60+              
13960KDAL DAL2007110200030603   0.135 N                 0.125 N     102     7   100    9    13L60+              
13960KDAL DAL2007110200040604   0.136 N                 0.124 N      99     7   101    7    13L60+              
13960KDAL DAL2007110200050605   0.135 N                 0.123 N     101     7   106    9    13L60+              
13960KDAL DAL2007110200060606   0.137 N                 0.125 N     106     8   102    9    13L60+              
13960KDAL DAL2007110200070607   0.137 N                 0.124 N     106     8   107   11    13L60+              
13960KDAL DAL2007110200080608   0.137 N                 0.125 N     102     8    93   10    13L60+              
13960KDAL DAL2007110200090609   0.136 N                 0.123 N      98     9    99   10    13L60+              
13960KDAL DAL2007110200100610   0.136 N                 0.124 N      98     8   100    9    13L60+              
13960KDAL DAL2007110200110611   0.136 N                 0.123 N     101     9   102   10    13L60+              
13960KDAL DAL2007110200120612   0.136 N                 0.125 N     103    10   106   12    13L60+              
13960KDAL DAL2007110200130613   0.137 N                 0.126 N     104    11   109   12    13L60+              
13960KDAL DAL2007110200140614   0.136 N                 0.125 N     107    10   111   10    13L60+              
13960KDAL DAL2007110200150615   0.137 N                 0.125 N     105     9    98    9    13L60+              
13960KDAL DAL2007110200160616   0.138 N                 0.123 N     104     9   108   11    13L60+              
13960KDAL DAL2007110200170617   0.136 N                 0.122 N     105     8   102    8    13L60+              
13960KDAL DAL2007110200180618   0.136 N                 0.123 N     105     8   106   10    13L60+              
13960KDAL DAL2007110200190619   0.137 N                 0.125 N     109     7   114    7    13L60+              
13960KDAL DAL2007110200200620   0.138 N                 0.126 N     114     8   121    9    13L60+              
13960KDAL DAL2007110200210621   0.137 N                 0.125 N     114     8   111    8    13L60+              
13960KDAL DAL2007110200220622   0.135 N                 0.123 N     111     7   115    9    13L60+              
13960KDAL DAL2007110200230623   0.135 N                 0.123 N     109     7   106   10    13L60+              
13960KDAL DAL2007110200240624   0.136 N                 0.124 N     107     7   103    8    13L60+              
13960KDAL DAL2007110200250625   0.136 N                 0.123 N     106     7    94    7    13L60+              
13960KDAL DAL2007110200260626   0.136 N                 0.124 N     103     7   112    9    13L60+              
13960KDAL DAL2007110200270627   0.136 N                 0.124 N     101     8    97   10    13L60+              
13960KDAL DAL2007110200280628   0.134 N                 0.126 N     105     8   115    8    13L60+              
13960KDAL DAL2007110200290629   0.135 N                 0.124 N     110     7   115    8    13L60+              
13960KDAL DAL2007110200300630   0.136 N                 0.125 N     112     8   122   10    13L60+              
13960KDAL DAL2007110200310631   0.135 N                 0.124 N     112     9   115   10    13L60+              
13960KDAL DAL2007110200320632   0.136 N                 0.122 N     110    10   102   11    13L60+              
13960KDAL DAL2007110200330633   0.135 N                 0.123 N     112    10   108   11    13L60+              
13960KDAL DAL2007110200340634   0.134 N                 0.121 N     113    10   117   12    13L60+              
13960KDAL DAL2007110200350635   0.135 N                 0.122 N     109    11   104   12    13L60+              
13960KDAL DAL2007110200360636   0.134 N                 0.124 N     111     9   122   10    13L60+              
13960KDAL DAL2007110200370637   0.135 N                 0.122 N     118     8   123    8    13L60+              
13960KDAL DAL2007110200380638   0.133 N                 0.124 N     115     7   113    9    13L60+              
13960KDAL DAL2007110200390639   0.133 N                 0.124 N     110     8   109    9    13L60+              
13960KDAL DAL2007110200400640   0.134 N                 0.124 N     110     7   112    8    13L60+              
13960KDAL DAL2007110200410641   0.134 N                 0.124 N     110     8   108   10    13L60+              
13960KDAL DAL2007110200420642   0.134 N                 0.122 N     109     9   115    9    13L60+              
13960KDAL DAL2007110200430643   0.133 N                 0.124 N     109     9   114   11    13L60+              
13960KDAL DAL2007110200440644   0.132 N                 0.122 N     107    10   108   11    13L60+              
13960KDAL DAL2007110200450645   0.133 N                 0.122 N     107     9   108   10    13L60+              
13960KDAL DAL2007110200460646   0.134 N                 0.123 N     108     9    98   10    13L60+              
13960KDAL DAL2007110200470647   0.135 N                 0.123 N     107     9   107   10    13L60+              
13960KDAL DAL2007110200480648   0.133 N                 0.122 N     108     9   110    9    13L60+              
13960KDAL DAL2007110200490649   0.133 N                 0.122 N     111     9   109   10    13L60+              
13960KDAL DAL2007110200500650   0.134 N                 0.122 N     114     9   117   10    13L60+              
13960KDAL DAL2007110200510651   0.133 N                 0.122 N     116     9   119   10    13L60+              
13960KDAL DAL2007110200520652   0.134 N                 0.122 N     121    10   132   11    13L60+              
13960KDAL DAL2007110200530653   0.133 N                 0.121 N     125    10   121   10    13L60+              
13960KDAL DAL2007110200540654   0.131 N                 0.121 N     118     8   111    9    13L60+              
13960KDAL DAL2007110200550655   0.133 N                 0.121 N     112     8   113   10    13L60+              
13960KDAL DAL2007110200560656   0.133 N                 0.121 N     113     8   107    9    13L60+              
13960KDAL DAL2007110200570657   0.133 N                 0.123 N     118     7   119    8    13L60+              
13960KDAL DAL2007110200580658   0.134 N                 0.122 N     121     7   121    8    13L60+              
13960KDAL DAL2007110200590659   0.134 N                 0.122 N     112     8   100   10    13L60+              
13960KDAL DAL2007110201000700   0.134 N                 0.121 N     105     8   104   10    13L60+              
13960KDAL DAL2007110201010701   0.135 N                 0.121 N     108     7   107    8    13L60+              
13960KDAL DAL2007110201020702   0.136 N                 0.121 N     108     8   103    9    13L60+              
13960KDAL DAL2007110201030703   0.135 N                 0.123 N     106     8   103    9    13L60+              
13960KDAL DAL2007110201040704   0.135 N                 0.122 N     108     8   118   10    13L60+              
13960KDAL DAL2007110201050705   0.135 N                 0.123 N     111     9   117   10    13L60+              
13960KDAL DAL2007110201060706   0.134 N                 0.123 N     112     9   123    9    13L60+              
13960KDAL DAL2007110201070707   0.135 N                 0.124 N     115     8   121   10    13L60+              
13960KDAL DAL2007110201080708   0.136 N                 0.124 N     117     8   114    9    13L60+              
13960KDAL DAL2007110201090709   0.135 N                 0.123 N     109     8   106    9    13L60+              
13960KDAL DAL2007110201100710   0.135 N                 0.124 N     109     8   113    9    13L60+              
13960KDAL DAL2007110201110711   0.137 N                 0.125 N     113     7   108    7    13L60+              
13960KDAL DAL2007110201120712   0.138 N                 0.124 N     113     7   104    7    13L60+              
13960KDAL DAL2007110201130713   0.135 N                 0.125 N     111     7   111    7    13L60+              
13960KDAL DAL2007110201140714   0.133 N                 0.125 N     108     6   107    7    13L60+              
13960KDAL DAL2007110201150715   0.134 N                 0.125 N     106     6   105    8    13L60+              
13960KDAL DAL2007110201160716   0.134 N                 0.125 N     108     6   107    7    13L60+              
13960KDAL DAL2007110201170717   0.135 N                 0.125 N     110     7   116    8    13L60+              
13960KDAL DAL2007110201180718   0.136 N                 0.124 N     107     7   101    8    13L60+              
13960KDAL DAL2007110201190719   0.135 N                 0.125 N     108     7   107    8    13L60+              
13960KDAL DAL2007110201200720   0.134 N                 0.123 N     111     8   108   10    13L60+              
13960KDAL DAL2007110201210721   0.136 N                 0.123 N     107     8   103    9    13L60+              
13960KDAL DAL2007110201220722   0.135 N                 0.124 N     105     7   106    7    13L60+              
13960KDAL DAL2007110201230723   0.134 N                 0.123 N     106     7   103    8    13L60+              
13960KDAL DAL2007110201240724   0.135 N                 0.123 N     106     7   103    8    13L60+              
13960KDAL DAL2007110201250725   0.134 N                 0.125 N     107     8   103   11    13L60+              
13960KDAL DAL2007110201260726   0.134 N                 0.126 N     108     9   112    9    13L60+              
13960KDAL DAL2007110201270727   0.135 N                 0.123 N     109     8   118    9    13L60+              
13960KDAL DAL2007110201280728   0.135 N                 0.123 N     112     7   118    8    13L60+              
13960KDAL DAL2007110201290729   0.135 N                 0.125 N     109     7   126    9    13L60+              
13960KDAL DAL2007110201300730   0.135 N                 0.124 N     105     7   106    8    13L60+              
13960KDAL DAL2007110201310731   0.134 N                 0.122 N     103     8   101    9    13L60+              
13960KDAL DAL2007110201320732   0.135 N                 0.122 N     101     8   107    9    13L60+              
13960KDAL DAL2007110201330733   0.136 N                 0.122 N     102     8   114    8    13L60+              
13960KDAL DAL2007110201340734   0.134 N                 0.122 N     104     7   103    9    13L60+              
13960KDAL DAL2007110201350735   0.134 N                 0.123 N     111     7   125    8    13L60+              
13960KDAL DAL2007110201360736   0.134 N                 0.122 N     111     7   100    8    13L60+              
13960KDAL DAL2007110201370737   0.134 N                 0.122 N     111     8   112    8    13L60+              
13960KDAL DAL2007110201380738   0.135 N                 0.121 N     114     8   111    8    13L60+              
13960KDAL DAL2007110201390739   0.135 N                 0.120 N     115     8   134   11    13L60+              
13960KDAL DAL2007110201400740   0.134 N                 0.120 N     112     8   109    8    13L60+              
13960KDAL DAL2007110201410741   0.133 N                 0.120 N     112     8   128    8    13L60+              
13960KDAL DAL2007110201420742   0.134 N                 0.120 N     117     7   122    8    13L60+              
13960KDAL DAL2007110201430743   0.135 N                 0.122 N     116     7   112    8    13L60+              
13960KDAL DAL2007110201440744   0.134 N                 0.123 N     115     8   122    8    13L60+              
13960KDAL DAL2007110201450745   0.135 N                 0.121 N     118     7   115    9    13L60+              
13960KDAL DAL2007110201460746   0.137 N                 0.121 N     115     7   113    7    13L60+              
13960KDAL DAL2007110201470747   0.135 N                 0.120 N     114     7   118    9    13L60+              
13960KDAL DAL2007110201480748   0.134 N                 0.121 N     116     7   117    8    13L60+              
13960KDAL DAL2007110201490749   0.135 N                 0.122 N     112     7   116    8    13L60+              
13960KDAL DAL2007110201500750   0.136 N                 0.121 N     109     7    93    9    13L60+              
13960KDAL DAL2007110201510751   0.135 N                 0.121 N     109     8   117   10    13L60+              
13960KDAL DAL2007110201520752   0.134 N                 0.122 N     113     9   120   10    13L60+              
13960KDAL DAL2007110201530753   0.134 N                 0.121 N     115     9   109   10    13L60+              
13960KDAL DAL2007110201540754   0.134 N                 0.121 N     112     8   106    9    13L60+              
13960KDAL DAL2007110201550755   0.133 N                 0.121 N     108     8   101    9    13L60+              
13960KDAL DAL2007110201560756   0.134 N                 0.121 N     107     7   106    7    13L60+              
13960KDAL DAL2007110201570757   0.134 N                 0.121 N     109     7    97    9    13L60+              
13960KDAL DAL2007110201580758   0.133 N                 0.121 N     113     7   122    9    13L60+              
13960KDAL DAL2007110201590759   0.133 N                 0.120 N     116     8   113    8    13L60+              
13960KDAL DAL2007110202000800   0.134 N                 0.120 N     112     8   106    9    13L60+              
13960KDAL DAL2007110202010801   0.133 N                 0.120 N     107     8    93    9    13L60+              
13960KDAL DAL2007110202020802   0.133 N                 0.120 N     105     8   105   11    13L60+              
13960KDAL DAL2007110202030803   0.133 N                 0.119 N     103     9   106   11    13L60+              
13960KDAL DAL2007110202040804   0.133 N                 0.120 N     101     8    91    9    13L60+              
13960KDAL DAL2007110202050805   0.133 N                 0.121 N      97     7   102    8    13L60+              
13960KDAL DAL2007110202060806   0.133 N                 0.122 N      99     8   112   10    13L60+              
13960KDAL DAL2007110202070807   0.133 N                 0.120 N     104     8   107    9    13L60+              
13960KDAL DAL2007110202080808   0.133 N                 0.121 N     107     7   109    7    13L60+              
13960KDAL DAL2007110202090809   0.134 N                 0.123 N     107     6   104    7    13L60+              
13960KDAL DAL2007110202100810   0.132 N                 0.121 N     108     7   110    9    13L60+              
13960KDAL DAL2007110202110811   0.131 N                 0.121 N     108     8    98    9    13L60+              
13960KDAL DAL2007110202120812   0.131 N                 0.120 N     108     8   107    9    13L60+              
13960KDAL DAL2007110202130813   0.133 N                 0.120 N     106     8   111    9    13L60+              
13960KDAL DAL2007110202140814   0.132 N                 0.120 N     105     7   120    8    13L60+              
13960KDAL DAL2007110202150815   0.131 N                 0.121 N     106     7   113    8    13L60+              
13960KDAL DAL2007110202160816   0.132 N                 0.121 N     105     6    94    7    13L60+              
13960KDAL DAL2007110202170817   0.132 N                 0.120 N     104     6    97    7    13L60+              
13960KDAL DAL2007110202180818   0.134 N                 0.119 N     105     6   106    7    13L60+              
13960KDAL DAL2007110202190819   0.133 N                 0.121 N     107     6   113    8    13L60+              
13960KDAL DAL2007110202200820   0.132 N                 0.119 N     105     7   109    8    13L60+              
13960KDAL DAL2007110202210821   0.132 N                 0.120 N     107     7   108    8    13L60+              
13960KDAL DAL2007110202220822   0.132 N                 0.120 N     107     7    99    8    13L60+              
13960KDAL DAL2007110202230823   0.133 N                 0.118 N     106     7   112    8    13L60+              
13960KDAL DAL2007110202240824   0.133 N                 0.118 N     110     7   113    8    13L60+              
13960KDAL DAL2007110202250825   0.133 N                 0.118 N     111     7   115    8    13L60+              
13960KDAL DAL2007110202260826   0.133 N                 0.119 N     107     8    99    9    13L60+              
13960KDAL DAL2007110202270827   0.133 N                 0.120 N     101     8    96    9    13L60+              
13960KDAL DAL2007110202280828   0.131 N                 0.120 N      97     8   109    8    13L60+              
13960KDAL DAL2007110202290829   0.130 N                 0.118 N     106     8   110    9    13L60+              
13960KDAL DAL2007110202300830   0.131 N                 0.117 N     110     8    94    8    13L60+              
13960KDAL DAL2007110202310831   0.132 N                 0.117 N     107     7    92    7    13L60+              
13960KDAL DAL2007110202320832   0.131 N                 0.118 N     108     7   107    9    13L60+              
13960KDAL DAL2007110202330833   0.131 N                 0.119 N     110     8   107    8    13L60+              
13960KDAL DAL2007110202340834   0.132 N                 0.118 N     107     7    95    8    13L60+              
13960KDAL DAL2007110202350835   0.132 N                 0.118 N     103     7   104    7    13L60+              
13960KDAL DAL2007110202360836   0.131 N                 0.121 N     105     7   109    8    13L60+              
13960KDAL DAL2007110202370837   0.131 N                 0.120 N     107     7   106    8    13L60+              
13960KDAL DAL2007110202380838   0.131 N                 0.117 N     110     6   108    7    13L60+              
